time,source,model,member,apparent_temperature,cape,cloud_cover,cloud_cover_high,cloud_cover_low,cloud_cover_mid,convective_inhibition,dew_point_2m,diffuse_radiation,diffuse_radiation_instant,direct_normal_irradiance,direct_normal_irradiance_instant,direct_radiation,direct_radiation_instant,precipitation,rain,relative_humidity_2m,shortwave_radiation,shortwave_radiation_instant,sunshine_duration,temperature_2m,uv_index,uv_index_clear_sky,visibility,wind_gusts_10m,wind_speed_10m,timezone,uv_transmission,uv_attenuation,clearness_index,clearness_index_instant,direct_fraction,diffuse_fraction,direct_fraction_instant,diffuse_fraction_instant,sunshine_fraction,ghi_balance_error,ghi_balance_error_instant,sun_score_0_100,sun_score_evidence_weight
2026-09-22T10:00,ensemble_member,ncep_gefs025,0,72.0,0.0,23.0,,,,0.0,59.8,154.0,176.4,659.1,754.9,357.0,408.9,0.0,0.0,69.0,511.0,585.3,3600.0,70.4,,,79068.24,2.7,4.2,America/Los_Angeles,,,,,0.6986301369863014,0.3013698630136986,0.69861609431061,0.3013839056893901,1.0,0.0,0.0,86.9,0.4
2026-09-22T11:00,ensemble_member,ncep_gefs025,0,74.6,0.0,16.0,,,,0.0,59.7,172.5,186.8,740.8,802.3,507.5,549.6,0.0,0.0,65.0,680.0,736.4,3600.0,72.1,,,79068.24,3.1,5.1,America/Los_Angeles,,,,,0.7463235294117647,0.2536764705882353,0.7463335143943509,0.25366648560564914,1.0,0.0,-1.1368683772161603e-13,90.9,0.4
2026-09-22T12:00,ensemble_member,ncep_gefs025,0,76.1,0.0,11.0,,,,0.0,59.7,192.3,199.9,771.0,801.6,602.7,626.7,0.0,0.0,63.0,795.0,826.6,3600.0,73.1,,,65616.796,4.3,6.6,America/Los_Angeles,,,,,0.7581132075471698,0.2418867924528302,0.7581659811275103,0.2418340188724897,1.0,0.0,0.0,91.1,0.4
2026-09-22T13:00,ensemble_member,ncep_gefs025,0,76.5,0.0,7.0,,,,0.0,60.4,206.9,207.7,769.6,772.5,635.1,637.5,0.0,0.0,63.0,842.0,845.2,3600.0,73.8,,,52165.356,5.6,8.7,America/Los_Angeles,,,,,0.7542755344418053,0.24572446555819477,0.754259346900142,0.245740653099858,1.0,0.0,0.0,89.3,0.4
2026-09-22T14:00,ensemble_member,ncep_gefs025,0,76.4,0.0,5.0,,,,0.0,60.8,208.5,202.1,746.5,723.5,606.5,587.9,0.0,0.0,63.0,815.0,789.9,3600.0,74.2,,,38713.912,6.9,9.7,America/Los_Angeles,,,,,0.7441717791411043,0.2558282208588957,0.7442714267628814,0.25585517154070136,1.0,0.0,-0.10000000000002274,86.2,0.4
2026-09-22T15:00,ensemble_member,ncep_gefs025,0,75.5,0.0,6.0,,,,0.0,60.8,197.5,183.9,699.1,650.8,520.5,484.5,0.0,0.0,63.0,718.0,668.4,3600.0,74.2,,,52165.356,7.8,9.6,America/Los_Angeles,,,,,0.7249303621169917,0.27506963788300837,0.7248653500897666,0.2751346499102334,1.0,0.0,0.0,81.4,0.4
2026-09-22T16:00,ensemble_member,ncep_gefs025,0,74.2,0.0,10.0,,,,0.0,61.1,175.7,154.8,639.8,563.8,400.3,352.7,0.0,0.0,64.0,576.0,507.5,3600.0,74.0,,,65616.796,8.7,9.2,America/Los_Angeles,,,,,0.6949652777777778,0.3050347222222222,0.6949753694581281,0.30502463054187196,1.0,0.0,0.0,75.5,0.4
2026-09-22T17:00,ensemble_member,ncep_gefs025,0,73.8,0.0,11.0,,,,0.0,61.2,148.5,119.0,548.3,439.4,254.5,203.9,0.0,0.0,65.0,403.0,322.9,3600.0,73.7,,,79068.24,8.9,8.8,America/Los_Angeles,,,,,0.6315136476426799,0.3684863523573201,0.6314648497986993,0.36853515020130073,1.0,0.0,0.0,66.6,0.4
2026-09-22T18:00,ensemble_member,ncep_gefs025,0,73.6,0.0,8.0,,,,0.0,60.9,106.7,65.8,418.1,258.0,113.3,69.9,0.0,0.0,65.0,220.0,135.8,3600.0,73.3,,,79068.24,8.7,8.3,America/Los_Angeles,,,,,0.515,0.485,0.5147275405007363,0.48453608247422675,1.0,0.0,0.10000000000002274,53.0,0.4
2026-09-22T19:00,ensemble_member,ncep_gefs025,0,73.6,0.0,3.0,,,,0.0,60.9,37.4,0.0,119.9,0.0,12.6,0.0,0.0,0.0,66.0,50.0,0.0,2110.27,73.0,,,79068.24,8.1,7.4,America/Los_Angeles,,,,,0.252,0.748,,,0.5861861111111111,0.0,0.0,21.0,0.4
2026-09-22T20:00,ensemble_member,ncep_gefs025,0,73.6,0.0,0.0,,,,0.0,60.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,72.6,,,79068.24,7.2,6.3,America/Los_Angeles,,,,,,,,,0.0,0.0,0.0,0.0,0.3
2026-09-22T21:00,ensemble_member,ncep_gefs025,0,73.8,0.0,0.0,,,,0.0,60.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,72.3,,,79068.24,5.6,4.9,America/Los_Angeles,,,,,,,,,0.0,0.0,0.0,0.0,0.3
2026-09-22T22:00,ensemble_member,ncep_gefs025,0,74.3,0.0,0.0,,,,0.0,60.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,72.2,,,79068.24,3.8,3.5,America/Los_Angeles,,,,,,,,,0.0,0.0,0.0,0.0,0.3
2026-09-22T23:00,ensemble_member,ncep_gefs025,0,74.3,0.0,0.0,,,,0.0,60.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,71.9,,,79068.24,2.5,2.6,America/Los_Angeles,,,,,,,,,0.0,0.0,0.0,0.0,0.3
2026-09-23T00:00,ensemble_member,ncep_gefs025,0,74.2,0.0,0.0,,,,0.0,60.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,71.6,,,79068.24,1.6,2.1,America/Los_Angeles,,,,,,,,,0.0,0.0,0.0,0.0,0.3
2026-09-23T01:00,ensemble_member,ncep_gefs025,0,74.0,0.0,0.0,,,,0.0,59.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,71.3,,,79068.24,1.1,1.6,America/Los_Angeles,,,,,,,,,0.0,0.0,0.0,0.0,0.3
2026-09-23T02:00,ensemble_member,ncep_gefs025,0,74.0,0.0,0.0,,,,0.0,59.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,71.2,,,79068.24,1.1,1.1,America/Los_Angeles,,,,,,,,,0.0,0.0,0.0,0.0,0.3
2026-09-23T03:00,ensemble_member,ncep_gefs025,0,73.5,0.0,0.0,,,,0.0,58.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,71.1,,,79068.24,1.6,1.1,America/Los_Angeles,,,,,,,,,0.0,0.0,0.0,0.0,0.3
2026-09-23T04:00,ensemble_member,ncep_gefs025,0,72.9,0.0,0.0,,,,0.0,57.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,71.0,,,79068.24,2.5,1.4,America/Los_Angeles,,,,,,,,,0.0,0.0,0.0,0.0,0.3
2026-09-23T05:00,ensemble_member,ncep_gefs025,0,72.7,0.0,0.0,,,,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,71.2,,,79068.24,2.9,1.8,America/Los_Angeles,,,,,,,,,0.0,0.0,0.0,0.0,0.3
2026-09-23T06:00,ensemble_member,ncep_gefs025,0,72.7,0.0,0.0,,,,0.0,56.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,71.4,,,79068.24,2.9,1.8,America/Los_Angeles,,,,,,,,,0.0,0.0,0.0,0.0,0.3
2026-09-23T07:00,ensemble_member,ncep_gefs025,0,73.2,0.0,0.0,,,,0.0,55.9,4.0,36.8,0.0,0.0,0.0,0.0,0.0,0.0,57.0,4.0,36.8,0.0,72.0,,,79068.24,2.7,1.6,America/Los_Angeles,,,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4
2026-09-23T08:00,ensemble_member,ncep_gefs025,0,74.2,0.0,0.0,,,,0.0,55.5,69.7,117.4,326.2,549.1,50.3,84.7,0.0,0.0,54.0,120.0,202.0,3600.0,73.1,,,79068.24,2.5,1.6,America/Los_Angeles,,,,,0.41916666666666663,0.5808333333333333,0.41930693069306935,0.5811881188118813,1.0,0.0,-0.10000000000002274,67.8,0.4
2026-09-23T09:00,ensemble_member,ncep_gefs025,0,76.0,0.0,0.0,,,,0.0,54.9,126.1,159.6,537.5,680.2,192.9,244.1,0.0,0.0,49.0,319.0,403.7,3600.0,75.4,,,79068.24,2.7,2.2,America/Los_Angeles,,,,,0.6047021943573668,0.3952978056426332,0.6046569234580134,0.39534307654198664,1.0,0.0,0.0,80.1,0.4
2026-09-23T10:00,ensemble_member,ncep_gefs025,0,78.1,0.0,0.0,,,,0.0,54.0,149.1,170.9,701.3,803.7,377.9,433.1,0.0,0.0,43.0,527.0,603.9,3600.0,78.3,,,79068.24,3.1,3.2,America/Los_Angeles,,,,,0.71707779886148,0.2829222011385199,0.7171717171717172,0.2829938731578076,1.0,0.0,-0.10000000000002274,90.2,0.4
2026-09-23T11:00,ensemble_member,ncep_gefs025,0,81.6,0.0,0.0,,,,0.0,53.5,165.2,179.0,778.3,843.0,530.8,574.9,0.0,0.0,39.0,696.0,753.9,3600.0,80.7,,,79068.24,3.6,4.3,America/Los_Angeles,,,,,0.7626436781609195,0.23735632183908045,0.7625679798381748,0.23743202016182519,1.0,0.0,0.0,93.7,0.4
2026-09-23T12:00,ensemble_member,ncep_gefs025,0,83.8,0.0,0.0,,,,0.0,53.5,183.5,190.8,804.8,836.8,626.5,651.3,0.0,0.0,37.0,810.0,842.2,3600.0,82.3,,,79068.24,4.3,5.6,America/Los_Angeles,,,,,0.7734567901234568,0.22654320987654322,0.7733317501781048,0.22654951317976726,1.0,0.0,0.10000000000013642,93.6,0.4
2026-09-23T13:00,ensemble_member,ncep_gefs025,0,85.0,0.0,0.0,,,,0.0,54.4,195.2,195.9,810.4,813.3,665.8,668.2,0.0,0.0,37.0,861.0,864.1,3600.0,83.4,,,79068.24,4.9,7.1,America/Los_Angeles,,,,,0.7732868757259,0.22671312427409987,0.7732901284573545,0.22670987154264552,1.0,0.0,0.0,92.2,0.4
2026-09-23T14:00,ensemble_member,ncep_gefs025,0,85.1,0.0,0.0,,,,0.0,55.0,190.4,184.5,813.4,788.1,657.6,637.1,0.0,0.0,37.0,848.0,821.6,3600.0,84.0,,,79068.24,5.8,8.1,America/Los_Angeles,,,,,0.7754716981132076,0.22452830188679246,0.7754381694255112,0.2245618305744888,1.0,0.0,0.0,90.7,0.4
2026-09-23T15:00,ensemble_member,ncep_gefs025,0,84.3,0.0,0.0,,,,0.0,55.0,173.6,161.5,804.6,748.5,595.4,553.9,0.0,0.0,37.0,769.0,715.4,3600.0,84.0,,,79068.24,6.7,8.2,America/Los_Angeles,,,,,0.7742522756827048,0.22574772431729517,0.7742521666200727,0.22574783337992732,1.0,0.0,0.0,88.4,0.4
2026-09-23T16:00,ensemble_member,ncep_gefs025,0,82.6,0.0,0.0,,,,0.0,55.3,156.4,137.6,759.5,668.4,471.6,415.1,0.0,0.0,38.0,628.0,552.7,3600.0,83.6,,,79068.24,7.6,8.1,America/Los_Angeles,,,,,0.7509554140127389,0.24904458598726115,0.7510403473855618,0.24895965261443817,1.0,0.0,0.0,83.1,0.4
2026-09-23T17:00,ensemble_member,ncep_gefs025,0,81.2,0.0,0.0,,,,0.0,55.4,140.6,112.3,641.0,512.2,294.4,235.2,0.0,0.0,39.0,435.0,347.6,3600.0,82.9,,,79068.24,8.3,7.9,America/Los_Angeles,,,,,0.6767816091954022,0.3232183908045977,0.6766398158803222,0.32307249712313,1.0,0.0,0.10000000000002274,72.0,0.4
2026-09-23T18:00,ensemble_member,ncep_gefs025,0,80.5,0.0,0.0,,,,0.0,55.4,105.7,64.4,471.0,287.2,125.3,76.4,0.0,0.0,40.0,231.0,140.9,3600.0,82.1,,,79068.24,8.1,7.6,America/Los_Angeles,,,,,0.5424242424242424,0.4575757575757576,0.5422285308729595,0.4570617459190916,1.0,0.0,0.09999999999999432,55.4,0.4
2026-09-23T19:00,ensemble_member,ncep_gefs025,0,79.8,0.0,0.0,,,,0.0,55.2,36.5,0.0,121.6,0.0,12.5,0.0,0.0,0.0,41.0,49.0,0.0,2116.88,81.1,,,79068.24,7.6,6.7,America/Los_Angeles,,,,,0.25510204081632654,0.7448979591836735,,,0.5880222222222222,0.0,0.0,21.1,0.4
2026-09-23T20:00,ensemble_member,ncep_gefs025,0,79.3,0.0,0.0,,,,0.0,55.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,79.9,,,79068.24,7.2,5.4,America/Los_Angeles,,,,,,,,,0.0,0.0,0.0,0.0,0.3
2026-09-23T21:00,ensemble_member,ncep_gefs025,0,79.4,0.0,0.0,,,,0.0,56.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,78.5,,,79068.24,7.4,3.1,America/Los_Angeles,,,,,,,,,0.0,0.0,0.0,0.0,0.3
2026-09-23T22:00,ensemble_member,ncep_gefs025,0,77.7,0.0,0.0,,,,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,76.9,,,79068.24,7.8,4.3,America/Los_Angeles,,,,,,,,,0.0,0.0,0.0,0.0,0.3
2026-09-23T23:00,ensemble_member,ncep_gefs025,0,75.8,0.0,0.0,,,,0.0,58.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,75.7,,,79068.24,7.8,6.6,America/Los_Angeles,,,,,,,,,0.0,0.0,0.0,0.0,0.3
2026-09-24T00:00,ensemble_member,ncep_gefs025,0,75.3,0.0,0.0,,,,0.0,59.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,74.8,,,79068.24,6.5,6.2,America/Los_Angeles,,,,,,,,,0.0,0.0,0.0,0.0,0.3
2026-09-24T01:00,ensemble_member,ncep_gefs025,0,75.4,0.0,0.0,,,,0.0,59.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,74.0,,,79068.24,4.7,4.5,America/Los_Angeles,,,,,,,,,0.0,0.0,0.0,0.0,0.3
2026-09-24T02:00,ensemble_member,ncep_gefs025,0,75.7,0.0,0.0,,,,0.0,60.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,73.5,,,79068.24,3.4,3.0,America/Los_Angeles,,,,,,,,,0.0,0.0,0.0,0.0,0.3
2026-09-24T03:00,ensemble_member,ncep_gefs025,0,75.3,0.0,0.0,,,,0.0,60.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,73.1,,,79068.24,3.1,2.8,America/Los_Angeles,,,,,,,,,0.0,0.0,0.0,0.0,0.3
2026-09-24T04:00,ensemble_member,ncep_gefs025,0,74.7,0.0,0.0,,,,0.0,60.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,72.6,,,79068.24,3.4,3.2,America/Los_Angeles,,,,,,,,,0.0,0.0,0.0,0.0,0.3
2026-09-24T05:00,ensemble_member,ncep_gefs025,0,74.5,0.0,0.0,,,,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,72.4,,,79068.24,3.4,3.2,America/Los_Angeles,,,,,,,,,0.0,0.0,0.0,0.0,0.3
2026-09-24T06:00,ensemble_member,ncep_gefs025,0,74.5,0.0,0.0,,,,0.0,60.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,72.2,,,79068.24,2.9,2.9,America/Los_Angeles,,,,,,,,,0.0,0.0,0.0,0.0,0.3
2026-09-24T07:00,ensemble_member,ncep_gefs025,0,75.0,0.0,0.0,,,,0.0,61.0,3.0,29.2,0.0,0.0,0.0,0.0,0.0,0.0,68.0,3.0,29.2,0.0,72.2,,,79068.24,2.5,2.2,America/Los_Angeles,,,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4
2026-09-24T08:00,ensemble_member,ncep_gefs025,0,75.6,0.0,0.0,,,,0.0,61.1,68.6,116.3,319.2,540.9,48.4,82.0,0.0,0.0,67.0,117.0,198.3,3600.0,72.7,,,79068.24,2.2,2.2,America/Los_Angeles,,,,,0.41367521367521365,0.5863247863247862,0.4135148764498235,0.5864851235501765,1.0,0.0,0.0,67.2,0.4
2026-09-24T09:00,ensemble_member,ncep_gefs025,0,76.8,0.0,0.0,,,,0.0,60.9,126.0,159.6,522.4,662.0,186.0,235.8,0.0,0.0,63.0,312.0,395.4,3600.0,74.3,,,79068.24,2.2,2.9,America/Los_Angeles,,,,,0.5961538461538461,0.40384615384615385,0.5963581183611534,0.40364188163884673,1.0,0.0,0.0,78.9,0.4
2026-09-24T10:00,ensemble_member,ncep_gefs025,0,78.3,0.0,0.0,,,,0.0,59.8,150.5,172.5,682.0,781.9,365.5,419.1,0.0,0.0,56.0,516.0,591.6,3600.0,76.7,,,79068.24,2.5,3.9,America/Los_Angeles,,,,,0.7083333333333334,0.2916666666666667,0.7084178498985801,0.29158215010141986,1.0,0.0,0.0,88.7,0.4
2026-09-24T11:00,ensemble_member,ncep_gefs025,0,80.9,0.0,0.0,,,,0.0,58.9,168.2,182.2,756.9,820.0,513.8,556.6,0.0,0.0,51.0,682.0,738.8,3600.0,78.5,,,79068.24,2.9,4.7,America/Los_Angeles,,,,,0.7533724340175952,0.24662756598240468,0.753383865728208,0.2466161342717921,1.0,0.0,0.0,92.1,0.4
2026-09-24T12:00,ensemble_member,ncep_gefs025,0,82.9,0.0,0.0,,,,21.0,59.0,188.4,195.9,778.9,809.8,603.6,627.6,0.0,0.0,49.0,792.0,823.4,3600.0,79.8,,,79068.24,3.8,5.7,America/Los_Angeles,,,,,0.7621212121212122,0.23787878787878788,0.762205489434054,0.23791595822200634,1.0,0.0,-0.10000000000002274,91.7,0.4
2026-09-24T13:00,ensemble_member,ncep_gefs025,0,83.8,10.0,0.0,,,,49.0,59.2,200.9,201.6,782.7,785.4,640.1,642.3,0.0,0.0,48.0,841.0,843.9,3600.0,80.7,,,79068.24,5.1,7.0,America/Los_Angeles,,,,,0.7611177170035672,0.23888228299643283,0.7611091361535727,0.2388908638464273,1.0,0.0,0.0,90.2,0.4
2026-09-24T14:00,ensemble_member,ncep_gefs025,0,83.8,10.0,0.0,,,,63.0,59.6,195.7,189.5,786.1,761.4,632.3,612.4,0.0,0.0,48.0,828.0,801.9,3600.0,81.2,,,79068.24,6.3,7.9,America/Los_Angeles,,,,,0.763647342995169,0.2363526570048309,0.7636862451677267,0.23631375483227335,1.0,0.0,0.0,88.9,0.4
2026-09-24T15:00,ensemble_member,ncep_gefs025,0,82.8,10.0,0.0,,,,49.0,59.1,178.6,166.0,774.0,719.6,569.4,529.4,0.0,0.0,47.0,748.0,695.4,3600.0,81.2,,,79068.24,6.9,8.2,America/Los_Angeles,,,,,0.7612299465240642,0.23877005347593583,0.7612884670693126,0.2387115329306874,1.0,0.0,0.0,86.4,0.4
2026-09-24T16:00,ensemble_member,ncep_gefs025,0,81.0,0.0,0.0,,,,21.0,58.8,160.2,140.8,725.0,637.3,446.8,392.7,0.0,0.0,47.0,607.0,533.5,3600.0,80.9,,,79068.24,7.6,8.0,America/Los_Angeles,,,,,0.7360790774299836,0.2639209225700165,0.7360824742268041,0.2639175257731959,1.0,0.0,0.0,80.9,0.4
2026-09-24T17:00,ensemble_member,ncep_gefs025,0,79.6,0.0,0.0,,,,0.0,58.1,142.2,113.3,602.6,480.1,273.8,218.2,0.0,0.0,47.0,416.0,331.4,3600.0,80.2,,,79068.24,7.6,7.6,America/Los_Angeles,,,,,0.6581730769230769,0.34182692307692303,0.6584188292094146,0.3418829209414605,1.0,0.0,-0.10000000000002274,69.7,0.4
2026-09-24T18:00,ensemble_member,ncep_gefs025,0,78.7,0.0,0.0,,,,0.0,58.1,104.0,62.6,429.1,258.3,112.0,67.4,0.0,0.0,49.0,216.0,130.1,3600.0,78.9,,,79068.24,6.7,6.7,America/Los_Angeles,,,,,0.5185185185185185,0.48148148148148145,0.5180630284396619,0.4811683320522675,1.0,0.0,0.09999999999999432,53.1,0.4
2026-09-24T19:00,ensemble_member,ncep_gefs025,0,77.9,0.0,0.0,,,,0.0,58.4,34.2,0.0,97.7,0.0,9.8,0.0,0.0,0.0,52.0,44.0,0.0,1408.02,77.4,,,79068.24,5.1,5.3,America/Los_Angeles,,,,,0.22272727272727275,0.7772727272727273,,,0.39111666666666667,0.0,0.0,15.3,0.4
2026-09-24T20:00,ensemble_member,ncep_gefs025,0,77.4,0.0,0.0,,,,0.0,58.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,76.1,,,79068.24,4.0,4.0,America/Los_Angeles,,,,,,,,,0.0,0.0,0.0,0.0,0.3
2026-09-24T21:00,ensemble_member,ncep_gefs025,0,77.2,0.0,0.0,,,,0.0,59.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,75.4,,,79068.24,3.6,3.0,America/Los_Angeles,,,,,,,,,0.0,0.0,0.0,0.0,0.3
2026-09-24T22:00,ensemble_member,ncep_gefs025,0,77.2,0.0,0.0,,,,0.0,59.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,75.0,,,79068.24,3.4,2.8,America/Los_Angeles,,,,,,,,,0.0,0.0,0.0,0.0,0.3
2026-09-24T23:00,ensemble_member,ncep_gefs025,0,76.7,0.0,0.0,,,,0.0,59.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,74.6,,,79068.24,3.1,2.9,America/Los_Angeles,,,,,,,,,0.0,0.0,0.0,0.0,0.3
2026-09-25T00:00,ensemble_member,ncep_gefs025,0,76.1,0.0,0.0,,,,0.0,59.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,74.0,,,79068.24,3.1,2.9,America/Los_Angeles,,,,,,,,,0.0,0.0,0.0,0.0,0.3
2026-09-25T01:00,ensemble_member,ncep_gefs025,0,75.6,0.0,0.0,,,,0.0,59.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,73.6,,,79068.24,3.1,3.1,America/Los_Angeles,,,,,,,,,0.0,0.0,0.0,0.0,0.3
2026-09-25T02:00,ensemble_member,ncep_gefs025,0,75.0,0.0,0.0,,,,0.0,59.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,73.1,,,79068.24,3.4,3.2,America/Los_Angeles,,,,,,,,,0.0,0.0,0.0,0.0,0.3
2026-09-25T03:00,ensemble_member,ncep_gefs025,0,74.4,0.0,0.0,,,,0.0,59.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,72.5,,,79068.24,3.4,3.1,America/Los_Angeles,,,,,,,,,0.0,0.0,0.0,0.0,0.3
